0, 2.0, 0.25
1, 2.25, 0.125
2, 2.125, 0.0625
3, 2.1875, 0.03125
4, 2.21875, 0.015625
5, 2.234375, 0.0078125
6, 2.2265625, 0.00390625
7, 2.22265625, 0.001953125
8, 2.220703125, 0.0009765625
9, 2.2197265625, 0.00048828125
10, 2.21923828125, 0.000244140625
11, 2.218994140625, 0.0001220703125
12, 2.2191162109375, 6.103515625e-05
13, 2.21905517578125, 3.0517578125e-05
14, 2.219085693359375, 1.52587890625e-05
15, 2.2191009521484375, 7.62939453125e-06
16, 2.2191085815429688, 3.814697265625e-06
17, 2.219104766845703, 1.9073486328125e-06
18, 2.219106674194336, 9.5367431640625e-07
